starting_times,source_nodes,target_nodes,ending_times,durations
14920.0,150,152,14940.0,20.0
14920.0,161,178,14940.0,20.0
14920.0,124,117,14940.0,20.0
14920.0,126,80,14940.0,20.0
14920.0,133,54,14940.0,20.0
14920.0,133,137,14940.0,20.0
14920.0,133,86,14940.0,20.0
14920.0,130,63,14940.0,20.0
14920.0,221,40,14940.0,20.0
14920.0,54,86,14940.0,20.0
14920.0,54,18,14940.0,20.0
14920.0,54,111,14940.0,20.0
14920.0,56,77,14940.0,20.0
14920.0,56,82,14940.0,20.0
14920.0,69,62,14940.0,20.0
14920.0,69,81,14940.0,20.0
14920.0,62,81,14940.0,20.0
14920.0,62,70,14940.0,20.0
14920.0,65,119,14940.0,20.0
14920.0,65,92,14940.0,20.0
14920.0,25,26,14940.0,20.0
14920.0,25,36,14940.0,20.0
14920.0,26,36,14940.0,20.0
14920.0,31,34,14940.0,20.0
14920.0,37,38,14940.0,20.0
14920.0,39,32,14940.0,20.0
14920.0,39,47,14940.0,20.0
14920.0,32,47,14940.0,20.0
14920.0,87,113,14940.0,20.0
14920.0,81,8,14940.0,20.0
14920.0,81,70,14940.0,20.0
14920.0,80,60,14940.0,20.0
14920.0,115,119,14940.0,20.0
14920.0,77,2,14940.0,20.0
14920.0,77,48,14940.0,20.0
14920.0,20,117,14940.0,20.0
14920.0,20,113,14940.0,20.0
14920.0,2,82,14940.0,20.0
14920.0,107,113,14940.0,20.0
14920.0,3,49,14940.0,20.0
14920.0,18,111,14940.0,20.0
14920.0,116,95,14940.0,20.0
14920.0,119,92,14940.0,20.0
14920.0,97,91,14940.0,20.0
14920.0,100,75,14940.0,20.0
14920.0,74,82,14940.0,20.0
14920.0,74,48,14940.0,20.0
14920.0,113,91,14940.0,20.0
14920.0,75,49,14940.0,20.0
14920.0,82,48,14940.0,20.0
14940.0,215,181,14960.0,20.0
14940.0,210,202,14960.0,20.0
14940.0,210,224,14960.0,20.0
14940.0,217,155,14960.0,20.0
14940.0,196,28,14960.0,20.0
14940.0,188,221,14960.0,20.0
14940.0,188,40,14960.0,20.0
14940.0,188,28,14960.0,20.0
14940.0,225,229,14960.0,20.0
14940.0,227,155,14960.0,20.0
14940.0,199,197,14960.0,20.0
14940.0,199,205,14960.0,20.0
14940.0,199,186,14960.0,20.0
14940.0,202,222,14960.0,20.0
14940.0,202,178,14960.0,20.0
14940.0,149,180,14960.0,20.0
14940.0,197,186,14960.0,20.0
14940.0,150,152,14960.0,20.0
14940.0,124,117,14960.0,20.0
14940.0,124,116,14960.0,20.0
14940.0,124,95,14960.0,20.0
14940.0,125,58,14960.0,20.0
14940.0,126,58,14960.0,20.0
14940.0,126,80,14960.0,20.0
14940.0,133,137,14960.0,20.0
14940.0,130,63,14960.0,20.0
14940.0,130,103,14960.0,20.0
14940.0,130,92,14960.0,20.0
14940.0,54,137,14960.0,20.0
14940.0,54,86,14960.0,20.0
14940.0,54,18,14960.0,20.0
14940.0,54,111,14960.0,20.0
14940.0,69,62,14960.0,20.0
14940.0,69,81,14960.0,20.0
14940.0,62,81,14960.0,20.0
14940.0,65,98,14960.0,20.0
14940.0,65,119,14960.0,20.0
14940.0,65,103,14960.0,20.0
14940.0,65,92,14960.0,20.0
14940.0,40,28,14960.0,20.0
14940.0,25,26,14960.0,20.0
14940.0,31,38,14960.0,20.0
14940.0,37,38,14960.0,20.0
14940.0,39,32,14960.0,20.0
14940.0,32,47,14960.0,20.0
14940.0,87,113,14960.0,20.0
14940.0,81,70,14960.0,20.0
14940.0,98,92,14960.0,20.0
14940.0,101,95,14960.0,20.0
14940.0,77,2,14960.0,20.0
14940.0,77,48,14960.0,20.0
14940.0,107,113,14960.0,20.0
14940.0,3,100,14960.0,20.0
14940.0,3,49,14960.0,20.0
14940.0,18,111,14960.0,20.0
14940.0,116,95,14960.0,20.0
14940.0,155,173,14960.0,20.0
14940.0,100,75,14960.0,20.0
14940.0,103,92,14960.0,20.0
14940.0,74,48,14960.0,20.0
14940.0,75,49,14960.0,20.0
14940.0,93,60,14960.0,20.0
14940.0,57,49,14960.0,20.0
14960.0,219,189,14980.0,20.0
14960.0,210,224,14980.0,20.0
14960.0,188,189,14980.0,20.0
14960.0,188,221,14980.0,20.0
14960.0,188,40,14980.0,20.0
14960.0,188,28,14980.0,20.0
14960.0,225,229,14980.0,20.0
14960.0,189,221,14980.0,20.0
14960.0,228,221,14980.0,20.0
14960.0,194,224,14980.0,20.0
14960.0,227,34,14980.0,20.0
14960.0,227,155,14980.0,20.0
14960.0,199,205,14980.0,20.0
14960.0,202,25,14980.0,20.0
14960.0,202,178,14980.0,20.0
14960.0,197,186,14980.0,20.0
14960.0,150,152,14980.0,20.0
14960.0,159,153,14980.0,20.0
14960.0,161,178,14980.0,20.0
14960.0,125,58,14980.0,20.0
14960.0,133,137,14980.0,20.0
14960.0,221,40,14980.0,20.0
14960.0,54,86,14980.0,20.0
14960.0,54,18,14980.0,20.0
14960.0,54,111,14980.0,20.0
14960.0,69,62,14980.0,20.0
14960.0,69,81,14980.0,20.0
14960.0,62,81,14980.0,20.0
14960.0,40,24,14980.0,20.0
14960.0,25,26,14980.0,20.0
14960.0,31,37,14980.0,20.0
14960.0,31,38,14980.0,20.0
14960.0,34,157,14980.0,20.0
14960.0,34,155,14980.0,20.0
14960.0,39,47,14980.0,20.0
14960.0,32,47,14980.0,20.0
14960.0,86,18,14980.0,20.0
14960.0,85,80,14980.0,20.0
14960.0,81,70,14980.0,20.0
14960.0,98,119,14980.0,20.0
14960.0,98,92,14980.0,20.0
14960.0,99,119,14980.0,20.0
14960.0,77,2,14980.0,20.0
14960.0,77,82,14980.0,20.0
14960.0,77,48,14980.0,20.0
14960.0,3,49,14980.0,20.0
14960.0,116,95,14980.0,20.0
14960.0,119,92,14980.0,20.0
14960.0,97,91,14980.0,20.0
14960.0,155,173,14980.0,20.0
14960.0,100,75,14980.0,20.0
14960.0,103,92,14980.0,20.0
14960.0,73,93,14980.0,20.0
14960.0,74,82,14980.0,20.0
14960.0,74,48,14980.0,20.0
14960.0,75,49,14980.0,20.0
14960.0,93,60,14980.0,20.0
14960.0,82,48,14980.0,20.0
14960.0,57,49,14980.0,20.0
14980.0,210,224,15000.0,20.0
14980.0,210,24,15000.0,20.0
14980.0,217,173,15000.0,20.0
14980.0,196,228,15000.0,20.0
14980.0,196,227,15000.0,20.0
14980.0,188,227,15000.0,20.0
14980.0,225,229,15000.0,20.0
14980.0,199,197,15000.0,20.0
14980.0,199,205,15000.0,20.0
14980.0,149,152,15000.0,20.0
14980.0,197,205,15000.0,20.0
14980.0,197,186,15000.0,20.0
14980.0,144,34,15000.0,20.0
14980.0,144,173,15000.0,20.0
14980.0,144,166,15000.0,20.0
14980.0,125,58,15000.0,20.0
14980.0,126,73,15000.0,20.0
14980.0,126,93,15000.0,20.0
14980.0,126,60,15000.0,20.0
14980.0,133,137,15000.0,20.0
14980.0,54,86,15000.0,20.0
14980.0,54,18,15000.0,20.0
14980.0,54,111,15000.0,20.0
14980.0,56,77,15000.0,20.0
14980.0,56,82,15000.0,20.0
14980.0,69,62,15000.0,20.0
14980.0,69,81,15000.0,20.0
14980.0,62,81,15000.0,20.0
14980.0,65,92,15000.0,20.0
14980.0,25,26,15000.0,20.0
14980.0,25,36,15000.0,20.0
14980.0,31,37,15000.0,20.0
14980.0,31,38,15000.0,20.0
14980.0,34,155,15000.0,20.0
14980.0,34,173,15000.0,20.0
14980.0,34,166,15000.0,20.0
14980.0,39,32,15000.0,20.0
14980.0,39,29,15000.0,20.0
14980.0,39,155,15000.0,20.0
14980.0,39,47,15000.0,20.0
14980.0,32,47,15000.0,20.0
14980.0,85,93,15000.0,20.0
14980.0,81,70,15000.0,20.0
14980.0,80,73,15000.0,20.0
14980.0,77,48,15000.0,20.0
14980.0,20,97,15000.0,20.0
14980.0,20,113,15000.0,20.0
14980.0,20,91,15000.0,20.0
14980.0,2,116,15000.0,20.0
14980.0,3,100,15000.0,20.0
14980.0,18,111,15000.0,20.0
14980.0,114,92,15000.0,20.0
14980.0,119,103,15000.0,20.0
14980.0,119,92,15000.0,20.0
14980.0,100,75,15000.0,20.0
14980.0,100,57,15000.0,20.0
14980.0,173,166,15000.0,20.0
14980.0,73,93,15000.0,20.0
14980.0,73,60,15000.0,20.0
14980.0,74,82,15000.0,20.0
14980.0,74,48,15000.0,20.0
14980.0,113,91,15000.0,20.0
14980.0,93,60,15000.0,20.0
14980.0,82,48,15000.0,20.0
14980.0,57,49,15000.0,20.0
15000.0,219,40,15020.0,20.0
15000.0,215,148,15020.0,20.0
15000.0,210,224,15020.0,20.0
15000.0,225,229,15020.0,20.0
15000.0,189,28,15020.0,20.0
15000.0,149,150,15020.0,20.0
15000.0,149,152,15020.0,20.0
15000.0,197,186,15020.0,20.0
15000.0,144,32,15020.0,20.0
15000.0,144,47,15020.0,20.0
15000.0,161,31,15020.0,20.0
15000.0,161,37,15020.0,20.0
15000.0,161,38,15020.0,20.0
15000.0,126,60,15020.0,20.0
15000.0,141,116,15020.0,20.0
15000.0,133,137,15020.0,20.0
15000.0,130,63,15020.0,20.0
15000.0,54,86,15020.0,20.0
15000.0,54,18,15020.0,20.0
15000.0,56,77,15020.0,20.0
15000.0,56,2,15020.0,20.0
15000.0,56,82,15020.0,20.0
15000.0,69,81,15020.0,20.0
15000.0,69,17,15020.0,20.0
15000.0,62,81,15020.0,20.0
15000.0,62,70,15020.0,20.0
15000.0,63,65,15020.0,20.0
15000.0,65,103,15020.0,20.0
15000.0,65,92,15020.0,20.0
15000.0,25,26,15020.0,20.0
15000.0,25,178,15020.0,20.0
15000.0,31,37,15020.0,20.0
15000.0,31,38,15020.0,20.0
15000.0,39,29,15020.0,20.0
15000.0,32,29,15020.0,20.0
15000.0,32,47,15020.0,20.0
15000.0,87,20,15020.0,20.0
15000.0,87,107,15020.0,20.0
15000.0,87,113,15020.0,20.0
15000.0,86,116,15020.0,20.0
15000.0,81,70,15020.0,20.0
15000.0,99,119,15020.0,20.0
15000.0,101,117,15020.0,20.0
15000.0,20,91,15020.0,20.0
15000.0,2,116,15020.0,20.0
15000.0,2,82,15020.0,20.0
15000.0,2,48,15020.0,20.0
15000.0,18,111,15020.0,20.0
15000.0,17,8,15020.0,20.0
15000.0,114,103,15020.0,20.0
15000.0,114,92,15020.0,20.0
15000.0,100,75,15020.0,20.0
15000.0,100,57,15020.0,20.0
15000.0,103,92,15020.0,20.0
15000.0,73,93,15020.0,20.0
15000.0,74,48,15020.0,20.0
15000.0,113,91,15020.0,20.0
15000.0,75,49,15020.0,20.0
15020.0,219,189,15040.0,20.0
15020.0,215,148,15040.0,20.0
15020.0,210,224,15040.0,20.0
15020.0,190,176,15040.0,20.0
15020.0,225,229,15040.0,20.0
15020.0,189,28,15040.0,20.0
15020.0,228,221,15040.0,20.0
15020.0,199,197,15040.0,20.0
15020.0,199,205,15040.0,20.0
15020.0,199,186,15040.0,20.0
15020.0,202,224,15040.0,20.0
15020.0,197,186,15040.0,20.0
15020.0,144,152,15040.0,20.0
15020.0,150,152,15040.0,20.0
15020.0,150,157,15040.0,20.0
15020.0,161,31,15040.0,20.0
15020.0,124,141,15040.0,20.0
15020.0,124,117,15040.0,20.0
15020.0,126,80,15040.0,20.0
15020.0,126,60,15040.0,20.0
15020.0,54,86,15040.0,20.0
15020.0,54,111,15040.0,20.0
15020.0,56,77,15040.0,20.0
15020.0,56,82,15040.0,20.0
15020.0,56,48,15040.0,20.0
15020.0,69,81,15040.0,20.0
15020.0,69,17,15040.0,20.0
15020.0,62,81,15040.0,20.0
15020.0,62,70,15040.0,20.0
15020.0,63,65,15040.0,20.0
15020.0,63,103,15040.0,20.0
15020.0,63,92,15040.0,20.0
15020.0,65,98,15040.0,20.0
15020.0,65,103,15040.0,20.0
15020.0,65,92,15040.0,20.0
15020.0,31,38,15040.0,20.0
15020.0,39,29,15040.0,20.0
15020.0,39,155,15040.0,20.0
15020.0,32,155,15040.0,20.0
15020.0,32,47,15040.0,20.0
15020.0,81,17,15040.0,20.0
15020.0,81,70,15040.0,20.0
15020.0,77,48,15040.0,20.0
15020.0,2,48,15040.0,20.0
15020.0,107,97,15040.0,20.0
15020.0,3,57,15040.0,20.0
15020.0,17,70,15040.0,20.0
15020.0,114,103,15040.0,20.0
15020.0,155,47,15040.0,20.0
15020.0,100,75,15040.0,20.0
15020.0,100,57,15040.0,20.0
15020.0,100,49,15040.0,20.0
15020.0,73,93,15040.0,20.0
15020.0,74,48,15040.0,20.0
15020.0,113,91,15040.0,20.0
15020.0,93,60,15040.0,20.0
15020.0,57,49,15040.0,20.0
15040.0,215,148,15060.0,20.0
15040.0,210,224,15060.0,20.0
15040.0,209,225,15060.0,20.0
15040.0,209,229,15060.0,20.0
15040.0,196,188,15060.0,20.0
15040.0,189,40,15060.0,20.0
15040.0,199,197,15060.0,20.0
15040.0,149,150,15060.0,20.0
15040.0,149,152,15060.0,20.0
15040.0,197,205,15060.0,20.0
15040.0,197,186,15060.0,20.0
15040.0,205,186,15060.0,20.0
15040.0,159,153,15060.0,20.0
15040.0,161,224,15060.0,20.0
15040.0,124,141,15060.0,20.0
15040.0,124,101,15060.0,20.0
15040.0,126,80,15060.0,20.0
15040.0,126,73,15060.0,20.0
15040.0,141,101,15060.0,20.0
15040.0,133,137,15060.0,20.0
15040.0,133,111,15060.0,20.0
15040.0,130,119,15060.0,20.0
15040.0,222,178,15060.0,20.0
15040.0,54,86,15060.0,20.0
15040.0,54,18,15060.0,20.0
15040.0,54,111,15060.0,20.0
15040.0,56,77,15060.0,20.0
15040.0,56,48,15060.0,20.0
15040.0,69,81,15060.0,20.0
15040.0,69,70,15060.0,20.0
15040.0,62,81,15060.0,20.0
15040.0,62,17,15060.0,20.0
15040.0,62,70,15060.0,20.0
15040.0,65,98,15060.0,20.0
15040.0,31,37,15060.0,20.0
15040.0,34,173,15060.0,20.0
15040.0,39,32,15060.0,20.0
15040.0,39,29,15060.0,20.0
15040.0,32,155,15060.0,20.0
15040.0,32,47,15060.0,20.0
15040.0,86,111,15060.0,20.0
15040.0,81,17,15060.0,20.0
15040.0,81,70,15060.0,20.0
15040.0,98,115,15060.0,20.0
15040.0,98,119,15060.0,20.0
15040.0,80,60,15060.0,20.0
15040.0,115,119,15060.0,20.0
15040.0,77,48,15060.0,20.0
15040.0,107,97,15060.0,20.0
15040.0,107,91,15060.0,20.0
15040.0,3,57,15060.0,20.0
15040.0,18,111,15060.0,20.0
15040.0,100,75,15060.0,20.0
15040.0,100,49,15060.0,20.0
15040.0,73,93,15060.0,20.0
15040.0,74,48,15060.0,20.0
15040.0,75,57,15060.0,20.0
15040.0,75,49,15060.0,20.0
15040.0,93,60,15060.0,20.0
15040.0,57,49,15060.0,20.0
15060.0,219,47,15080.0,20.0
15060.0,210,224,15080.0,20.0
15060.0,210,222,15080.0,20.0
15060.0,217,153,15080.0,20.0
15060.0,209,225,15080.0,20.0
15060.0,209,229,15080.0,20.0
15060.0,190,194,15080.0,20.0
15060.0,188,28,15080.0,20.0
15060.0,225,229,15080.0,20.0
15060.0,189,40,15080.0,20.0
15060.0,189,24,15080.0,20.0
15060.0,199,197,15080.0,20.0
15060.0,199,186,15080.0,20.0
15060.0,197,205,15080.0,20.0
15060.0,205,186,15080.0,20.0
15060.0,150,157,15080.0,20.0
15060.0,148,181,15080.0,20.0
15060.0,159,32,15080.0,20.0
15060.0,159,155,15080.0,20.0
15060.0,124,141,15080.0,20.0
15060.0,124,101,15080.0,20.0
15060.0,124,116,15080.0,20.0
15060.0,126,73,15080.0,20.0
15060.0,224,153,15080.0,20.0
15060.0,141,101,15080.0,20.0
15060.0,141,116,15080.0,20.0
15060.0,133,137,15080.0,20.0
15060.0,54,86,15080.0,20.0
15060.0,56,77,15080.0,20.0
15060.0,56,2,15080.0,20.0
15060.0,69,62,15080.0,20.0
15060.0,69,81,15080.0,20.0
15060.0,62,81,15080.0,20.0
15060.0,62,70,15080.0,20.0
15060.0,63,103,15080.0,20.0
15060.0,65,103,15080.0,20.0
15060.0,24,39,15080.0,20.0
15060.0,31,38,15080.0,20.0
15060.0,39,29,15080.0,20.0
15060.0,39,155,15080.0,20.0
15060.0,32,155,15080.0,20.0
15060.0,32,47,15080.0,20.0
15060.0,86,111,15080.0,20.0
15060.0,85,80,15080.0,20.0
15060.0,81,17,15080.0,20.0
15060.0,81,70,15080.0,20.0
15060.0,101,116,15080.0,20.0
15060.0,115,119,15080.0,20.0
15060.0,77,48,15080.0,20.0
15060.0,2,48,15080.0,20.0
15060.0,107,97,15080.0,20.0
15060.0,114,103,15080.0,20.0
15060.0,100,75,15080.0,20.0
15060.0,100,49,15080.0,20.0
15060.0,95,73,15080.0,20.0
15060.0,95,60,15080.0,20.0
15060.0,74,48,15080.0,20.0
15060.0,75,49,15080.0,20.0
15060.0,93,60,15080.0,20.0
15060.0,57,49,15080.0,20.0
15080.0,219,189,15100.0,20.0
15080.0,219,202,15100.0,20.0
15080.0,210,224,15100.0,20.0
15080.0,209,225,15100.0,20.0
15080.0,209,229,15100.0,20.0
15080.0,196,188,15100.0,20.0
15080.0,190,202,15100.0,20.0
15080.0,225,229,15100.0,20.0
15080.0,189,24,15100.0,20.0
15080.0,189,28,15100.0,20.0
15080.0,194,202,15100.0,20.0
15080.0,199,197,15100.0,20.0
15080.0,199,205,15100.0,20.0
15080.0,199,186,15100.0,20.0
15080.0,149,150,15100.0,20.0
15080.0,197,186,15100.0,20.0
15080.0,205,186,15100.0,20.0
15080.0,144,150,15100.0,20.0
15080.0,148,181,15100.0,20.0
15080.0,159,39,15100.0,20.0
15080.0,159,155,15100.0,20.0
15080.0,161,222,15100.0,20.0
15080.0,152,157,15100.0,20.0
15080.0,124,141,15100.0,20.0
15080.0,125,58,15100.0,20.0
15080.0,126,73,15100.0,20.0
15080.0,126,93,15100.0,20.0
15080.0,133,137,15100.0,20.0
15080.0,222,24,15100.0,20.0
15080.0,54,86,15100.0,20.0
15080.0,54,18,15100.0,20.0
15080.0,54,111,15100.0,20.0
15080.0,56,48,15100.0,20.0
15080.0,69,81,15100.0,20.0
15080.0,69,17,15100.0,20.0
15080.0,58,20,15100.0,20.0
15080.0,62,81,15100.0,20.0
15080.0,62,70,15100.0,20.0
15080.0,63,65,15100.0,20.0
15080.0,63,103,15100.0,20.0
15080.0,65,92,15100.0,20.0
15080.0,24,28,15100.0,20.0
15080.0,24,155,15100.0,20.0
15080.0,31,38,15100.0,20.0
15080.0,34,173,15100.0,20.0
15080.0,37,38,15100.0,20.0
15080.0,39,155,15100.0,20.0
15080.0,32,155,15100.0,20.0
15080.0,86,18,15100.0,20.0
15080.0,81,70,15100.0,20.0
15080.0,98,115,15100.0,20.0
15080.0,98,119,15100.0,20.0
15080.0,98,92,15100.0,20.0
15080.0,101,117,15100.0,20.0
15080.0,3,57,15100.0,20.0
15080.0,29,47,15100.0,20.0
15080.0,18,111,15100.0,20.0
15080.0,17,70,15100.0,20.0
15080.0,114,103,15100.0,20.0
15080.0,114,92,15100.0,20.0
15080.0,119,92,15100.0,20.0
15080.0,100,75,15100.0,20.0
15080.0,100,57,15100.0,20.0
15080.0,100,49,15100.0,20.0
15080.0,74,82,15100.0,20.0
15080.0,74,48,15100.0,20.0
15080.0,75,57,15100.0,20.0
15080.0,75,49,15100.0,20.0
15080.0,82,48,15100.0,20.0
15080.0,57,49,15100.0,20.0
15100.0,215,148,15120.0,20.0
15100.0,210,224,15120.0,20.0
15100.0,209,225,15120.0,20.0
15100.0,209,229,15120.0,20.0
15100.0,196,188,15120.0,20.0
15100.0,190,194,15120.0,20.0
15100.0,190,202,15120.0,20.0
15100.0,188,148,15120.0,20.0
15100.0,225,229,15120.0,20.0
15100.0,199,197,15120.0,20.0
15100.0,199,205,15120.0,20.0
15100.0,199,186,15120.0,20.0
15100.0,197,205,15120.0,20.0
15100.0,197,186,15120.0,20.0
15100.0,205,186,15120.0,20.0
15100.0,144,150,15120.0,20.0
15100.0,144,148,15120.0,20.0
15100.0,159,155,15120.0,20.0
15100.0,124,141,15120.0,20.0
15100.0,126,73,15120.0,20.0
15100.0,126,93,15120.0,20.0
15100.0,224,24,15120.0,20.0
15100.0,133,137,15120.0,20.0
15100.0,130,92,15120.0,20.0
15100.0,54,86,15120.0,20.0
15100.0,54,18,15120.0,20.0
15100.0,54,111,15120.0,20.0
15100.0,56,82,15120.0,20.0
15100.0,69,62,15120.0,20.0
15100.0,58,20,15120.0,20.0
15100.0,62,17,15120.0,20.0
15100.0,62,49,15120.0,20.0
15100.0,63,103,15120.0,20.0
15100.0,65,92,15120.0,20.0
15100.0,25,26,15120.0,20.0
15100.0,31,38,15120.0,20.0
15100.0,39,32,15120.0,20.0
15100.0,39,155,15120.0,20.0
15100.0,32,155,15120.0,20.0
15100.0,86,18,15120.0,20.0
15100.0,85,93,15120.0,20.0
15100.0,98,115,15120.0,20.0
15100.0,98,92,15120.0,20.0
15100.0,158,47,15120.0,20.0
15100.0,77,82,15120.0,20.0
15100.0,2,74,15120.0,20.0
15100.0,107,97,15120.0,20.0
15100.0,3,57,15120.0,20.0
15100.0,18,111,15120.0,20.0
15100.0,17,70,15120.0,20.0
15100.0,97,91,15120.0,20.0
15100.0,100,75,15120.0,20.0
15100.0,100,49,15120.0,20.0
15100.0,103,92,15120.0,20.0
15100.0,95,60,15120.0,20.0
15100.0,74,82,15120.0,20.0
15100.0,75,57,15120.0,20.0
15100.0,75,49,15120.0,20.0
15100.0,57,49,15120.0,20.0
15120.0,215,148,15140.0,20.0
15120.0,210,224,15140.0,20.0
15120.0,210,37,15140.0,20.0
15120.0,209,225,15140.0,20.0
15120.0,209,229,15140.0,20.0
15120.0,209,36,15140.0,20.0
15120.0,196,188,15140.0,20.0
15120.0,190,225,15140.0,20.0
15120.0,190,25,15140.0,20.0
15120.0,225,229,15140.0,20.0
15120.0,228,221,15140.0,20.0
15120.0,199,197,15140.0,20.0
15120.0,199,205,15140.0,20.0
15120.0,199,186,15140.0,20.0
15120.0,202,28,15140.0,20.0
15120.0,197,205,15140.0,20.0
15120.0,205,186,15140.0,20.0
15120.0,159,39,15140.0,20.0
15120.0,156,158,15140.0,20.0
15120.0,126,85,15140.0,20.0
15120.0,126,93,15140.0,20.0
15120.0,224,37,15140.0,20.0
15120.0,54,86,15140.0,20.0
15120.0,54,111,15140.0,20.0
15120.0,56,77,15140.0,20.0
15120.0,56,74,15140.0,20.0
15120.0,56,82,15140.0,20.0
15120.0,69,62,15140.0,20.0
15120.0,69,17,15140.0,20.0
15120.0,69,70,15140.0,20.0
15120.0,58,20,15140.0,20.0
15120.0,62,70,15140.0,20.0
15120.0,63,103,15140.0,20.0
15120.0,65,103,15140.0,20.0
15120.0,65,92,15140.0,20.0
15120.0,25,26,15140.0,20.0
15120.0,31,38,15140.0,20.0
15120.0,34,166,15140.0,20.0
15120.0,87,113,15140.0,20.0
15120.0,85,73,15140.0,20.0
15120.0,158,47,15140.0,20.0
15120.0,115,119,15140.0,20.0
15120.0,77,74,15140.0,20.0
15120.0,3,49,15140.0,20.0
15120.0,97,91,15140.0,20.0
15120.0,100,75,15140.0,20.0
15120.0,100,49,15140.0,20.0
15120.0,103,92,15140.0,20.0
15120.0,73,93,15140.0,20.0
15120.0,74,48,15140.0,20.0
15120.0,75,49,15140.0,20.0
15120.0,82,48,15140.0,20.0
15120.0,57,49,15140.0,20.0
15140.0,215,148,15160.0,20.0
15140.0,210,224,15160.0,20.0
15140.0,210,37,15160.0,20.0
15140.0,209,225,15160.0,20.0
15140.0,209,229,15160.0,20.0
15140.0,209,153,15160.0,20.0
15140.0,196,188,15160.0,20.0
15140.0,225,229,15160.0,20.0
15140.0,229,153,15160.0,20.0
15140.0,199,197,15160.0,20.0
15140.0,199,186,15160.0,20.0
15140.0,149,152,15160.0,20.0
15140.0,197,205,15160.0,20.0
15140.0,197,186,15160.0,20.0
15140.0,205,186,15160.0,20.0
15140.0,204,28,15160.0,20.0
15140.0,150,152,15160.0,20.0
15140.0,156,158,15160.0,20.0
15140.0,224,37,15160.0,20.0
15140.0,133,54,15160.0,20.0
15140.0,133,137,15160.0,20.0
15140.0,54,86,15160.0,20.0
15140.0,56,82,15160.0,20.0
15140.0,56,48,15160.0,20.0
15140.0,69,62,15160.0,20.0
15140.0,69,81,15160.0,20.0
15140.0,69,17,15160.0,20.0
15140.0,69,70,15160.0,20.0
15140.0,62,81,15160.0,20.0
15140.0,62,49,15160.0,20.0
15140.0,63,65,15160.0,20.0
15140.0,65,103,15160.0,20.0
15140.0,65,92,15160.0,20.0
15140.0,25,26,15160.0,20.0
15140.0,31,38,15160.0,20.0
15140.0,34,36,15160.0,20.0
15140.0,34,173,15160.0,20.0
15140.0,39,32,15160.0,20.0
15140.0,87,97,15160.0,20.0
15140.0,85,73,15160.0,20.0
15140.0,81,17,15160.0,20.0
15140.0,101,117,15160.0,20.0
15140.0,77,74,15160.0,20.0
15140.0,20,60,15160.0,20.0
15140.0,29,47,15160.0,20.0
15140.0,119,92,15160.0,20.0
15140.0,97,91,15160.0,20.0
15140.0,100,75,15160.0,20.0
15140.0,103,92,15160.0,20.0
15140.0,74,48,15160.0,20.0
15140.0,75,57,15160.0,20.0
15160.0,219,28,15180.0,20.0
15160.0,218,190,15180.0,20.0
15160.0,218,222,15180.0,20.0
15160.0,215,148,15180.0,20.0
15160.0,210,37,15180.0,20.0
15160.0,217,209,15180.0,20.0
15160.0,217,229,15180.0,20.0
15160.0,209,225,15180.0,20.0
15160.0,209,229,15180.0,20.0
15160.0,209,153,15180.0,20.0
15160.0,225,229,15180.0,20.0
15160.0,189,40,15180.0,20.0
15160.0,189,28,15180.0,20.0
15160.0,189,39,15180.0,20.0
15160.0,229,153,15180.0,20.0
15160.0,199,205,15180.0,20.0
15160.0,202,222,15180.0,20.0
15160.0,149,150,15180.0,20.0
15160.0,149,152,15180.0,20.0
15160.0,149,157,15180.0,20.0
15160.0,197,205,15180.0,20.0
15160.0,197,186,15180.0,20.0
15160.0,144,180,15180.0,20.0
15160.0,150,152,15180.0,20.0
15160.0,150,157,15180.0,20.0
15160.0,156,158,15180.0,20.0
15160.0,124,141,15180.0,20.0
15160.0,133,137,15180.0,20.0
15160.0,54,86,15180.0,20.0
15160.0,54,111,15180.0,20.0
15160.0,56,82,15180.0,20.0
15160.0,69,62,15180.0,20.0
15160.0,69,81,15180.0,20.0
15160.0,69,17,15180.0,20.0
15160.0,69,70,15180.0,20.0
15160.0,62,70,15180.0,20.0
15160.0,65,98,15180.0,20.0
15160.0,65,114,15180.0,20.0
15160.0,65,103,15180.0,20.0
15160.0,40,39,15180.0,20.0
15160.0,28,39,15180.0,20.0
15160.0,31,38,15180.0,20.0
15160.0,39,32,15180.0,20.0
15160.0,87,91,15180.0,20.0
15160.0,81,70,15180.0,20.0
15160.0,98,92,15180.0,20.0
15160.0,99,119,15180.0,20.0
15160.0,101,117,15180.0,20.0
15160.0,115,92,15180.0,20.0
15160.0,77,74,15180.0,20.0
15160.0,77,48,15180.0,20.0
15160.0,20,95,15180.0,20.0
15160.0,20,112,15180.0,20.0
15160.0,20,60,15180.0,20.0
15160.0,2,74,15180.0,20.0
15160.0,117,95,15180.0,20.0
15160.0,100,75,15180.0,20.0
15160.0,100,49,15180.0,20.0
15160.0,95,73,15180.0,20.0
15160.0,95,60,15180.0,20.0
15160.0,75,57,15180.0,20.0
15160.0,75,49,15180.0,20.0
15180.0,210,224,15200.0,20.0
15180.0,209,225,15200.0,20.0
15180.0,209,229,15200.0,20.0
15180.0,196,188,15200.0,20.0
15180.0,196,191,15200.0,20.0
15180.0,190,224,15200.0,20.0
15180.0,225,229,15200.0,20.0
15180.0,189,204,15200.0,20.0
15180.0,189,40,15200.0,20.0
